"Games,Year,Sport,Discipline,Athlete,Team,Gender,Event,Medal,Gold,Silver,Bronze"
"London (1948),1948,Shooting,Shooting,Emil GrÃ¼nig,SUI,Men,300m free rifle 3 positions (3x40 shots) men,Gold,1,0,0"
"London (1948),1948,Shooting,Shooting,Pauli Aapeli Janhonen,FIN,Men,300m free rifle 3 positions (3x40 shots) men,Silver,0,1,0"
"London (1948),1948,Shooting,Shooting,Torsten Ullman,SWE,Men,50m pistol (60 shots) men,Bronze,0,0,1"
"London (1948),1948,Shooting,Shooting,Edwin Vasquez cam,PER,Men,50m pistol (60 shots) men,Gold,1,0,0"
"London (1948),1948,Shooting,Shooting,Rudolf Schnyder,SUI,Men,50m pistol (60 shots) men,Silver,0,1,0"
"London (1948),1948,Shooting,Shooting,Jonas Jonsson,SWE,Men,50m rifle prone (60 shots) men,Bronze,0,0,1"
"London (1948),1948,Shooting,Shooting,Arthur Edwin Cook,USA,Men,50m rifle prone (60 shots) men,Gold,1,0,0"
"London (1948),1948,Shooting,Shooting,Walter Tomsen,USA,Men,50m rifle prone (60 shots) men,Silver,0,1,0"
"London (1948),1948,Weightlifting,Weightlifting,Richard Watt Sung Tom,USA,Men,""- 56kg, total (bantamweight) men"",Bronze,0,0,1"
"London (1948),1948,Weightlifting,Weightlifting,Joseph Nicholas De pietro,USA,Men,""- 56kg, total (bantamweight) men"",Gold,1,0,0"
"London (1948),1948,Weightlifting,Weightlifting,Julian Creus,GBR,Men,""- 56kg, total (bantamweight) men"",Silver,0,1,0"
"London (1948),1948,Weightlifting,Weightlifting,Abraham Charite,NED,Men,""+ 82.5kg, total (heavyweight) men"",Bronze,0,0,1"
"London (1948),1948,Weightlifting,Weightlifting,John Henry Jr. Davis,USA,Men,""+ 82.5kg, total (heavyweight) men"",Gold,1,0,0"
"London (1948),1948,Weightlifting,Weightlifting,Norbert Schemansky,USA,Men,""+ 82.5kg, total (heavyweight) men"",Silver,0,1,0"
"London (1948),1948,Weightlifting,Weightlifting,Jafar Mohammad Salmassi,IRI,Men,""56 - 60kg, total (featherweight) men"",Bronze,0,0,1"
"London (1948),1948,Weightlifting,Weightlifting,Mahmoud Fayad,EGY,Men,""56 - 60kg, total (featherweight) men"",Gold,1,0,0"
"London (1948),1948,Weightlifting,Weightlifting,Rodney Adolphus Wilkes,TRI,Men,""56 - 60kg, total (featherweight) men"",Silver,0,1,0"
"London (1948),1948,Weightlifting,Weightlifting,James Halliday,GBR,Men,""60 - 67.5kg, total (lightweight) men"",Bronze,0,0,1"
"London (1948),1948,Weightlifting,Weightlifting,Ibrahim Hassanein Shams,EGY,Men,""60 - 67.5kg, total (lightweight) men"",Gold,1,0,0"
"London (1948),1948,Weightlifting,Weightlifting,Attia Mohamed Hamouda,EGY,Men,""60 - 67.5kg, total (lightweight) men"",Silver,0,1,0"
"London (1948),1948,Weightlifting,Weightlifting,Sung-Jip Kim,KOR,Men,""67.5 - 75kg, total (middleweight) men"",Bronze,0,0,1"
"London (1948),1948,Weightlifting,Weightlifting,Frank Isaac Spellman,USA,Men,""67.5 - 75kg, total (middleweight) men"",Gold,1,0,0"
"London (1948),1948,Weightlifting,Weightlifting,Peter T. George,USA,Men,""67.5 - 75kg, total (middleweight) men"",Silver,0,1,0"
"London (1948),1948,Weightlifting,Weightlifting,GÃ¶sta Magnusson,SWE,Men,""75 - 82.5kg, total (light-heavyweight) men"",Bronze,0,0,1"
"London (1948),1948,Weightlifting,Weightlifting,Stanley Anthony Stanczyk,USA,Men,""75 - 82.5kg, total (light-heavyweight) men"",Gold,1,0,0"
"London (1948),1948,Weightlifting,Weightlifting,Harold Toshiyuki Sakata,USA,Men,""75 - 82.5kg, total (light-heavyweight) men"",Silver,0,1,0"
"London (1948),1948,Wrestling,Wrestling Freestyle,Thure Johansson,SWE,Men,- 52kg (flyweight) men,Bronze,0,0,1"
"London (1948),1948,Wrestling,Wrestling Freestyle,Lenni Viitala,FIN,Men,- 52kg (flyweight) men,Gold,1,0,0"
"London (1948),1948,Wrestling,Wrestling Freestyle,Halit Balamir,TUR,Men,- 52kg (flyweight) men,Silver,0,1,0"
"London (1948),1948,Wrestling,Wrestling Freestyle,Joseph Armstrong,AUS,Men,+ 87kg (heavyweight) men,Bronze,0,0,1"
"London (1948),1948,Wrestling,Wrestling Freestyle,Gyula Bobis,HUN,Men,+ 87kg (heavyweight) men,Gold,1,0,0"
"London (1948),1948,Wrestling,Wrestling Freestyle,Bertil Antonsson,SWE,Men,+ 87kg (heavyweight) men,Silver,0,1,0"
"London (1948),1948,Wrestling,Wrestling Freestyle,Charles Kouyos,FRA,Men,52 - 57kg (bantamweight) men,Bronze,0,0,1"
"London (1948),1948,Wrestling,Wrestling Freestyle,Nazuh Akar,TUR,Men,52 - 57kg (bantamweight) men,Gold,1,0,0"
"London (1948),1948,Wrestling,Wrestling Freestyle,Gerald Grant Leeman,USA,Men,52 - 57kg (bantamweight) men,Silver,0,1,0"
"London (1948),1948,Wrestling,Wrestling Freestyle,Adolf MÃ¼ller,SUI,Men,57 - 63kg (featherweight) men,Bronze,0,0,1"
"London (1948),1948,Wrestling,Wrestling Freestyle,Gazanfer Bilge,TUR,Men,57 - 63kg (featherweight) men,Gold,1,0,0"
"London (1948),1948,Wrestling,Wrestling Freestyle,Ivar SjÃ¶lin,SWE,Men,57 - 63kg (featherweight) men,Silver,0,1,0"
"London (1948),1948,Wrestling,Wrestling Freestyle,Hermann Baumann,SUI,Men,63 - 67kg (lightweight) men,Bronze,0,0,1"
"London (1948),1948,Wrestling,Wrestling Freestyle,Celal Atik,TUR,Men,63 - 67kg (lightweight) men,Gold,1,0,0"
"London (1948),1948,Wrestling,Wrestling Freestyle,GÃ¶sta FrÃ¤ndfors-jÃ¶nsson,SWE,Men,63 - 67kg (lightweight) men,Silver,0,1,0"
"London (1948),1948,Wrestling,Wrestling Freestyle,Leland Gilbert Jr. Merrill,USA,Men,67 - 73kg (welterweight) men,Bronze,0,0,1"
"London (1948),1948,Wrestling,Wrestling Freestyle,Yasar Dogu,TUR,Men,67 - 73kg (welterweight) men,Gold,1,0,0"
"London (1948),1948,Wrestling,Wrestling Freestyle,Richard Edward Garrard,AUS,Men,67 - 73kg (welterweight) men,Silver,0,1,0"
"London (1948),1948,Wrestling,Wrestling Freestyle,Erik Linden,SWE,Men,73 - 79kg (middleweight) men,Bronze,0,0,1"
"London (1948),1948,Wrestling,Wrestling Freestyle,Glen Brand,USA,Men,73 - 79kg (middleweight) men,Gold,1,0,0"
"London (1948),1948,Wrestling,Wrestling Freestyle,Adil Candemir,TUR,Men,73 - 79kg (middleweight) men,Silver,0,1,0"
"London (1948),1948,Wrestling,Wrestling Freestyle,Bengt Fahlkvist,SWE,Men,79 - 87kg (light-heavyweight) men,Bronze,0,0,1"
"London (1948),1948,Wrestling,Wrestling Freestyle,Henry Wittenberg,USA,Men,79 - 87kg (light-heavyweight) men,Gold,1,0,0"
"London (1948),1948,Wrestling,Wrestling Freestyle,Fritz StÃ¶ckli,SUI,Men,79 - 87kg (light-heavyweight) men,Silver,0,1,0"
"London (1948),1948,Wrestling,Wrestling Greco-Romano,Reino KangasmÃ¤ki,FIN,Men,- 52kg (flyweight) men,Bronze,0,0,1"
"London (1948),1948,Wrestling,Wrestling Greco-Romano,Pietro Lombardi,ITA,Men,- 52kg (flyweight) men,Gold,1,0,0"
"London (1948),1948,Wrestling,Wrestling Greco-Romano,Kenan Olcay,TUR,Men,- 52kg (flyweight) men,Silver,0,1,0"
"London (1948),1948,Wrestling,Wrestling Greco-Romano,Guido Fantoni,ITA,Men,+ 87kg (super heavyweight) men,Bronze,0,0,1"
"London (1948),1948,Wrestling,Wrestling Greco-Romano,Ahmet KireÃ§Ã§i,TUR,Men,+ 87kg (super heavyweight) men,Gold,1,0,0"
"London (1948),1948,Wrestling,Wrestling Greco-Romano,Tor Nilsson,SWE,Men,+ 87kg (super heavyweight) men,Silver,0,1,0"
"London (1948),1948,Wrestling,Wrestling Greco-Romano,Halil Kaya,TUR,Men,52 - 57kg (bantamweight) men,Bronze,0,0,1"
"London (1948),1948,Wrestling,Wrestling Greco-Romano,Kurt Petersen,SWE,Men,52 - 57kg (bantamweight) men,Gold,1,0,0"
"London (1948),1948,Wrestling,Wrestling Greco-Romano,Mahmoud Hassan ali,EGY,Men,52 - 57kg (bantamweight) men,Silver,0,1,0"
"London (1948),1948,Wrestling,Wrestling Greco-Romano,Ferenc Toth,HUN,Men,57 - 61kg (featherweight) men,Bronze,0,0,1"
"London (1948),1948,Wrestling,Wrestling Greco-Romano,Mehmet Oktav,TUR,Men,57 - 61kg (featherweight) men,Gold,1,0,0"
"London (1948),1948,Wrestling,Wrestling Greco-Romano,Olle Anderberg,SWE,Men,57 - 61kg (featherweight) men,Silver,0,1,0"
"London (1948),1948,Wrestling,Wrestling Greco-Romano,Karoly Ferencz,HUN,Men,61 - 67kg (lightweight) men,Bronze,0,0,1"
"London (1948),1948,Wrestling,Wrestling Greco-Romano,Gustav Freij,SWE,Men,61 - 67kg (lightweight) men,Gold,1,0,0"
"London (1948),1948,Wrestling,Wrestling Greco-Romano,Aage Ingvar Eriksen,NOR,Men,61 - 67kg (lightweight) men,Silver,0,1,0"
"London (1948),1948,Wrestling,Wrestling Greco-Romano,Christian Henrik Hansen,DEN,Men,67 - 73kg (welterweight) men,Bronze,0,0,1"
"London (1948),1948,Wrestling,Wrestling Greco-Romano,GÃ¶sta Andersson,SWE,Men,67 - 73kg (welterweight) men,Gold,1,0,0"
"London (1948),1948,Wrestling,Wrestling Greco-Romano,Miklos Szilvasi,HUN,Men,67 - 73kg (welterweight) men,Silver,0,1,0"
"London (1948),1948,Wrestling,Wrestling Greco-Romano,Ercole Gallegati,ITA,Men,73 - 79kg (middleweight) men,Bronze,0,0,1"
"London (1948),1948,Wrestling,Wrestling Greco-Romano,Axel GrÃ¶nberg,SWE,Men,73 - 79kg (middleweight) men,Gold,1,0,0"
"London (1948),1948,Wrestling,Wrestling Greco-Romano,Muhlis Tayfur,TUR,Men,73 - 79kg (middleweight) men,Silver,0,1,0"
"London (1948),1948,Wrestling,Wrestling Greco-Romano,Ibrahim Orabi,EGY,Men,79 - 87kg (light-heavyweight) men,Bronze,0,0,1"
"London (1948),1948,Wrestling,Wrestling Greco-Romano,Karl-Erik Nilsson,SWE,Men,79 - 87kg (light-heavyweight) men,Gold,1,0,0"
"London (1948),1948,Wrestling,Wrestling Greco-Romano,Kelpo Olavi GrÃ¶ndahl,FIN,Men,79 - 87kg (light-heavyweight) men,Silver,0,1,0"
"Helsinki (1952),1952,Aquatics,Diving,GÃ¼nther Haase,GER,Men,10m platform men,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Diving,Samuel Lee,USA,Men,10m platform men,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Diving,Joaquin Capilla perez,MEX,Men,10m platform men,Silver,0,1,0"
"Helsinki (1952),1952,Aquatics,Diving,Juno Roslays Stover-irwin,USA,Women,10m platform women,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Diving,Patricia Mccormick,USA,Women,10m platform women,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Diving,Paula Jean Myers-pope,USA,Women,10m platform women,Silver,0,1,0"
"Helsinki (1952),1952,Aquatics,Diving,Robert Lynn Clotworthy,USA,Men,3m springboard men,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Diving,David Grieg Jr. Browning,USA,Men,3m springboard men,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Diving,Miller Altman Anderson,USA,Men,3m springboard men,Silver,0,1,0"
"Helsinki (1952),1952,Aquatics,Diving,Zoe-Ann Olsen-jensen,USA,Women,3m springboard women,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Diving,Patricia Mccormick,USA,Women,3m springboard women,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Diving,Madeleine Moreau,FRA,Women,3m springboard women,Silver,0,1,0"
"Helsinki (1952),1952,Aquatics,Swimming,Jack George Neil Taylor,USA,Men,100m backstroke men,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Swimming,Yoshinobu Oyakawa,USA,Men,100m backstroke men,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Swimming,Gilbert Bozon,FRA,Men,100m backstroke men,Silver,0,1,0"
"Helsinki (1952),1952,Aquatics,Swimming,Jean Stewart,NZL,Women,100m backstroke women,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Swimming,Joan Cynthia Harrison,RSA,Women,100m backstroke women,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Swimming,Geertje Wielema,NED,Women,100m backstroke women,Silver,0,1,0"
"Helsinki (1952),1952,Aquatics,Swimming,GÃ¶ran Larsson,SWE,Men,100m freestyle men,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Swimming,Clark Currie Scholes,USA,Men,100m freestyle men,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Swimming,Hiroshi Suzuki,JPN,Men,100m freestyle men,Silver,0,1,0"
"Helsinki (1952),1952,Aquatics,Swimming,Judith Temes,HUN,Women,100m freestyle women,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Swimming,Katalin SzÃ¶ke,HUN,Women,100m freestyle women,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Swimming,Johanna Maria Termeulen,NED,Women,100m freestyle women,Silver,0,1,0"
"Helsinki (1952),1952,Aquatics,Swimming,Tetsuo Okamoto,BRA,Men,1500m freestyle men,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Swimming,Ford Hiroshi Konno,USA,Men,1500m freestyle men,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Swimming,Shiro Hashizume,JPN,Men,1500m freestyle men,Silver,0,1,0"
"Helsinki (1952),1952,Aquatics,Swimming,Herbert Klein,GER,Men,200m breaststroke men,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Swimming,John Griffith Davies,AUS,Men,200m breaststroke men,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Swimming,Bowen Dow Stassforth,USA,Men,200m breaststroke men,Silver,0,1,0"
"Helsinki (1952),1952,Aquatics,Swimming,Helen Orr Gordon-mckay,GBR,Women,200m breaststroke women,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Swimming,Eva Szekely,HUN,Women,200m breaststroke women,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Swimming,Eva Novak-gerard,HUN,Women,200m breaststroke women,Silver,0,1,0"
"Helsinki (1952),1952,Aquatics,Swimming,Per-Olof Ã–strand,SWE,Men,400m freestyle men,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Swimming,Jean Boiteux,FRA,Men,400m freestyle men,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Swimming,Ford Hiroshi Konno,USA,Men,400m freestyle men,Silver,0,1,0"
"Helsinki (1952),1952,Aquatics,Swimming,Evelyn Tokue Kawamoto,USA,Women,400m freestyle women,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Swimming,Valeria Gyenge,HUN,Women,400m freestyle women,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Swimming,Eva Novak-gerard,HUN,Women,400m freestyle women,Silver,0,1,0"
"Helsinki (1952),1952,Aquatics,Swimming,Joan Ann Alderson-rosazza,USA,Women,4x100m freestyle relay women,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Swimming,Evelyn Tokue Kawamoto,USA,Women,4x100m freestyle relay women,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Swimming,Jacqueline Carol La vine,USA,Women,4x100m freestyle relay women,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Swimming,Mary Louise Stepan,USA,Women,4x100m freestyle relay women,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Swimming,Ilona Novak,HUN,Women,4x100m freestyle relay women,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Swimming,Eva Novak-gerard,HUN,Women,4x100m freestyle relay women,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Swimming,Katalin SzÃ¶ke,HUN,Women,4x100m freestyle relay women,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Swimming,Judith Temes,HUN,Women,4x100m freestyle relay women,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Swimming,Irma Heijting-schuhmacher,NED,Women,4x100m freestyle relay women,Silver,0,1,0"
"Helsinki (1952),1952,Aquatics,Swimming,Marie-Louise Jean Linssen-vaessen,NED,Women,4x100m freestyle relay women,Silver,0,1,0"
"Helsinki (1952),1952,Aquatics,Swimming,Johanna Maria Termeulen,NED,Women,4x100m freestyle relay women,Silver,0,1,0"
"Helsinki (1952),1952,Aquatics,Swimming,Cornelia (Koosje) Van voorn,NED,Women,4x100m freestyle relay women,Silver,0,1,0"
"Helsinki (1952),1952,Aquatics,Swimming,Joseph Bernardo,FRA,Men,4x200m freestyle relay men,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Swimming,Jean Boiteux,FRA,Men,4x200m freestyle relay men,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Swimming,Aldo Eminente,FRA,Men,4x200m freestyle relay men,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Swimming,Alexandre Jany,FRA,Men,4x200m freestyle relay men,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Swimming,Ford Hiroshi Konno,USA,Men,4x200m freestyle relay men,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Swimming,James Price Jr. Mclane,USA,Men,4x200m freestyle relay men,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Swimming,Wayne Richard Moore,USA,Men,4x200m freestyle relay men,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Swimming,William Tripp Woolsey,USA,Men,4x200m freestyle relay men,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Swimming,Toru Goto,JPN,Men,4x200m freestyle relay men,Silver,0,1,0"
"Helsinki (1952),1952,Aquatics,Swimming,Yoshihiro Hamaguchi,JPN,Men,4x200m freestyle relay men,Silver,0,1,0"
"Helsinki (1952),1952,Aquatics,Swimming,Hiroshi Suzuki,JPN,Men,4x200m freestyle relay men,Silver,0,1,0"
"Helsinki (1952),1952,Aquatics,Swimming,Teijiro Tanikawa,JPN,Men,4x200m freestyle relay men,Silver,0,1,0"
"Helsinki (1952),1952,Aquatics,Water polo,Ermenegildo Arena,ITA,Men,water polo men,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Water polo,Lucio Ceccarini,ITA,Men,water polo men,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Water polo,Renato De sanzuane,ITA,Men,water polo men,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Water polo,Raffaello Gambino,ITA,Men,water polo men,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Water polo,Salvatore Gionta,ITA,Men,water polo men,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Water polo,Maurizio Mannelli,ITA,Men,water polo men,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Water polo,Geminio Ognio,ITA,Men,water polo men,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Water polo,Carlo Peretti,ITA,Men,water polo men,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Water polo,Vincenzo Polito,ITA,Men,water polo men,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Water polo,Cesare Rubini,ITA,Men,water polo men,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Water polo,Renato Traiola,ITA,Men,water polo men,Bronze,0,0,1"
"Helsinki (1952),1952,Aquatics,Water polo,Robert Antal,HUN,Men,water polo men,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Water polo,Antal Bolvari,HUN,Men,water polo men,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Water polo,DezsÃ¶ Fabian,HUN,Men,water polo men,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Water polo,Dezso Gyarmati,HUN,Men,water polo men,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Water polo,Istvan Hasznos,HUN,Men,water polo men,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Water polo,Laszlo Jenei,HUN,Men,water polo men,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Water polo,GyÃ¶rgy Karpati,HUN,Men,water polo men,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Water polo,DezsÃƒÂ¶ Lemhenyi,HUN,Men,water polo men,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Water polo,Kalman Markovics,HUN,Men,water polo men,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Water polo,Miklos Martin,HUN,Men,water polo men,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Water polo,Karoly Szittya,HUN,Men,water polo men,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Water polo,Istvan Szivos,HUN,Men,water polo men,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Water polo,GyÃ¶rgy Vizvari,HUN,Men,water polo men,Gold,1,0,0"
"Helsinki (1952),1952,Aquatics,Water polo,Veljko Bakasun,YUG,Men,water polo men,Silver,0,1,0"
"Helsinki (1952),1952,Aquatics,Water polo,Marko Brainovic,YUG,Men,water polo men,Silver,0,1,0"
"Helsinki (1952),1952,Aquatics,Water polo,Vladimir Ivkovic,YUG,Men,water polo men,Silver,0,1,0"
"Helsinki (1952),1952,Aquatics,Water polo,Zdravko Jezic,YUG,Men,water polo men,Silver,0,1,0"
"Helsinki (1952),1952,Aquatics,Water polo,Zdravko Kovacic,YUG,Men,water polo men,Silver,0,1,0"
"Helsinki (1952),1952,Aquatics,Water polo,Ivo Kurtini,YUG,Men,water polo men,Silver,0,1,0"
"Helsinki (1952),1952,Aquatics,Water polo,Lovro Radonic,YUG,Men,water polo men,Silver,0,1,0"
"Helsinki (1952),1952,Aquatics,Water polo,Ivo Stakula,YUG,Men,water polo men,Silver,0,1,0"
"Helsinki (1952),1952,Aquatics,Water polo,Bosko Vuksanovic,YUG,Men,water polo men,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Aleksandr Anufriyev,URS,Men,10000m men,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Emil Zatopek,TCH,Men,10000m men,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Alain Mimoun,FRA,Men,10000m men,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Bruno Junk,URS,Men,10000m walk men,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,John Mikaelsson,SWE,Men,10000m walk men,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Erich Arthur Fritz Schwab,SUI,Men,10000m walk men,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Emmanuel Mcdonald Bailey,GBR,Men,100m men,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Lindy Remigino,USA,Men,100m men,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Herbert Mckenley,JAM,Men,100m men,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Shirley Strickland-de la hunty,AUS,Women,100m women,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Marjorie Jackson,AUS,Women,100m women,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Daphne Lilian Evelyn Robb-hasenjÃ¤ger,RSA,Women,100m women,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Arthur Barnard,USA,Men,110m hurdles men,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Harrison Dillard,USA,Men,110m hurdles men,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Jack Davis,USA,Men,110m hurdles men,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Werner Lueg,GER,Men,1500m men,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Joseph Barthel,LUX,Men,1500m men,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Robert Mcmillen,USA,Men,1500m men,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,James Gathers,USA,Men,200m men,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Andrew William Stanfield,USA,Men,200m men,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Walter Thane Baker,USA,Men,200m men,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Nadezhda Khnykina-dvalishvili,URS,Women,200m women,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Marjorie Jackson,AUS,Women,200m women,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Bertha Brouwer,NED,Women,200m women,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,John Ivor Disley,GBR,Men,3000m steeplechase men,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Horace III Ashenfelter,USA,Men,3000m steeplechase men,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Vladimir Kazantsev,URS,Men,3000m steeplechase men,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Oliver Adrian Matson,USA,Men,400m men,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Vincent George Rhoden,JAM,Men,400m men,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Herbert Mckenley,JAM,Men,400m men,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,John Macfarlane Holland,NZL,Men,400m hurdles men,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Charles Hewes Jr. Moore,USA,Men,400m hurdles men,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Yuri Lituev,URS,Men,400m hurdles men,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,GyÃ¶rgy Csanyi,HUN,Men,4x100m relay men,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Bela Goldovanyi,HUN,Men,4x100m relay men,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Geza Varasdi,HUN,Men,4x100m relay men,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Laszlo Zarandi,HUN,Men,4x100m relay men,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Harrison Dillard,USA,Men,4x100m relay men,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Lindy Remigino,USA,Men,4x100m relay men,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Finis Dean Smith,USA,Men,4x100m relay men,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Andrew William Stanfield,USA,Men,4x100m relay men,Gold,1,0,0"
"Helsinki (1952),1952,Athletics,Athletics,Lev Kalyaev,URS,Men,4x100m relay men,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Levan Sanadze,URS,Men,4x100m relay men,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Vladimir Sukharev,URS,Men,4x100m relay men,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Boris Tokarev,URS,Men,4x100m relay men,Silver,0,1,0"
"Helsinki (1952),1952,Athletics,Athletics,Heather Joy Armitage,GBR,Women,4x100m relay women,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Sylvia Cheeseman,GBR,Women,4x100m relay women,Bronze,0,0,1"
"Helsinki (1952),1952,Athletics,Athletics,Jean Catherine Desforges,GBR,Women,4x100m relay women,Bronze,0,0,1"
